student_id,full_name,gpa
20220475,وسيل آل عطفة,66.1
20220476,صدّام آل بن ظافر,76.8
20220477,صارم آل رفيع,74.7
20220478,عبدالله أبو داوود,76.6
20220479,غازي أبا الخيل,67.0
20220480,سامي آل عايض,78.2
20220481,يافع الدباغ,69.4
20220482,عبد الشّكور آل بن لافي,67.1
20220483,كارم آل رفيع,71.6
20220484,وسيم العليان,59.9
20220485,سليمان الحكير,78.6
20220486,ضرغام الدباغ,66.7
20220487,كامل آل سعود,75.2
20220488,وثّاب شربتلي,77.0
20220489,مشرف حنبولي,79.4
20220490,ضياء الحجار,69.8
20220491,حكيم فصيل,71.4
20220492,باهرة المغاولة,75.8
20220493,طائل آل علي,70.1
20220494,نبيه الخرافي,68.5
20220495,مُتولي آل عواض,64.1
20220496,وفائي آل حسين,70.6
20220497,نوري آل رفيع,65.6
20220498,سعدون آل صفوان,67.5
20220499,عذب آل العسكري,69.9
20220500,علاء الدّين آل رفيع,71.4
20220501,زهران حنبولي,60.9
20220502,ترف المغاولة,71.5
20220503,بتول آل عايض,67.2
20220504,هاني الدباغ,64.1
20220505,عامر آل الشيخ,69.2
20220506,فوّاز آل سعود,67.7
20220507,حفيظ المشاولة,68.1
20220508,صلاح الدّين الشايع,74.0
20220509,روعة حنبولي,68.6
20220510,عبد الرّحمن الدباغ,68.7
20220511,خالد آل قصير,72.0
20220512,آلاء آل معيض,70.3
20220513,شوقي الجابر,68.7
20220514,روبين آل خضير,57.1
20220515,فرات آل معيض,62.9
20220516,مُصلح الحجار,67.7
20220517,عبدالله آل بن لافي,68.6
20220518,عبد الحكيم آل خضير,70.0
20220519,فرزدق آل مقطة,70.4
20220520,صائب الجابر,66.2
20220521,طبّاع آل قصير,72.2
20220522,صارم آل عطفة,69.1
20220523,سلسبيل الحكير,69.0
20220524,زاخر المهنا,74.1
20220525,عاصم كانو,73.6
20220526,سهوان الجفالي,67.6
20220527,كرم آل العسكري,70.4
20220528,نعيم كانو,73.1
20220529,حسين المهنا,71.0
20220530,مرسال مهنا,71.4
20220531,رشاد آل محمد بن علي بن جماز,71.8
20220532,ليم آل عطفة,68.5
20220533,نبهان أبا الخيل,67.4
20220534,وفاء آل حسين,73.8
20220535,رحيب المشاولة,69.1
20220536,محمود مهنا,70.6
20220537,هيكل الجفالي,65.4
20220538,شبيب آل سلطان,68.9
20220539,زاخر آل مقطة,68.2
20220540,هنادي آل مقطة,72.9
20220541,شافع العليان,63.2
20220542,عبّاس آل قصير,74.2
20220543,نور الدّين بن لادن,68.7
20220544,عالية آل قصير,68.1
20220545,ديسم العقيل,70.4
20220546,شوقي الجفالي,60.5
20220547,مخلص آل معيض,77.2
20220548,عمير آل خضير,75.6
20220549,ساطع العجلان,73.3
20220550,بنفسج الجفالي,66.5
20220551,ناظم آل سعود,60.2
20220552,خطيب العجلان,74.5
20220553,لبيد العقيل,72.1
20220554,علاء الدّين حنبولي,77.9
20220555,عزّت العقيل,76.7
20220556,سالم آل مقطة,69.5
20220557,حقّي الدباغ,60.4
20220558,عالية آل جعفر,60.2
20220559,ممدوح بن لادن,68.1
20220560,شامل آل جعفر,58.9
20220561,رضوان الخرافي,70.3
20220562,طامح آل مقطة,72.3
20220563,بلند آل خضير,65.3
20220564,مختار شربتلي,68.2
20220565,يعرب آل مقطة,72.6
20220566,نوّار آل العسكري,69.0
20220567,وريد آل بن لافي,70.5
20220568,لفيف الدباغ,77.5
20220569,نشوان الحجار,69.4
20220570,طائف آل قصير,61.5
20220571,سليمان فصيل,70.0
20220572,جوليا آل خضير,62.6
20220573,رمزي المهنا,77.9
20220574,إلينا آل سلطان,67.9
20220575,عتريس الجفالي,57.5
20220576,مُتولي المشاولة,71.1
20220577,عائد الراشد,73.0
20220578,سراج الدّين حجار,73.1
20220579,أفراح آل عايض,67.9
20220580,فاخر آل عايض,74.3
20220581,دانة آل العسكري,58.2
20220582,غزوان آل سلطان,67.0
20220583,رجائي المشاولة,74.5
20220584,عطاء حجار,59.4
20220585,عابد آل خضير,66.2
20220586,هيام المهيدب,71.2
20220587,رجب مهنا,67.2
20220588,مياس المغاولة,74.9
20220589,بارعة العليان,77.5
20220590,عبد اللطيف الجابر,70.3
20220591,باهرة آل حسين,64.4
20220592,صخر آل بن ظافر,72.8
20220593,تالا الخرافي,66.9
20220594,عبد الباقي المشاولة,64.8
20220595,لينا الجابر,66.6
20220596,ضاحي بن لادن,66.7
20220597,فاتح آل محمد بن علي بن جماز,74.6
20220598,نشوة آل جعفر,64.9
20220599,مظهر آل سعود,74.5
20220600,حسام كانو,67.6
20220601,رامي الشايع,71.4
20220602,ليساء آل معيض,79.7
20220603,غزوان آل محمد بن علي بن جماز,74.0
20220604,مشرق آل العسكري,71.9
20220605,فارس أبو داوود,76.1
20220606,تمام آل قصير,70.9
20220607,فخري الحجار,63.0
20220608,فرزدق الحكير,65.9
20220609,صالح آل العسكري,80.0
20220610,كليم شربتلي,74.5
20220611,يزيد المهنا,70.6
20220612,عزاز الخرافي,73.5
20220613,إباء آل العسكري,74.4
20220614,هاشم آل رفيع,72.7
20220615,عصمت آل العسكري,71.0
20220616,مرسال آل سلطان,67.8
20220617,راضي آل سعود,69.0
20220618,حمزة كانو,72.2
20220619,واثق آل مقطة,69.1
20220620,صاحب فصيل,71.7
20220621,فكري آل قصير,68.0
20220622,وديع آل حسين,65.7
20220623,ضياء كانو,71.3
20220624,مرزوق أبو داوود,69.9
20220625,جنى شربتلي,71.0
20220626,فردوس شربتلي,80.1
20220627,عبد اللطيف آل العسكري,73.7
20220628,خلف العجلان,74.0
20220629,عبد السّميع شربتلي,77.4
20220630,قيس آل علي,68.7
20220631,سلمان الشايع,70.3
20220632,ثائر آل صفوان,64.1
20220633,تاج الدّين آل صفوان,72.7
20220634,وفائي مهنا,66.2
20220635,حمدي آل حسين,67.0
20220636,قائد آل بن لافي,71.6
20220637,روعة آل عواض,67.7
20220638,طائع العليان,70.9
20220639,عالم أبا الخيل,62.9
20220640,وريد الحجار,70.0
20220641,وفاء فصيل,69.7
20220642,نور أبو داوود,70.2
20220643,حلا العليان,75.5
20220644,باهرة المشاولة,69.1
20220645,حمزة آل قصير,72.5
20220646,زهدي آل علي,69.9
20220647,طاهر آل خضير,69.5
20220648,ساطع آل خضير,70.4
20220649,حسنين حجار,65.9
20220650,وثّاب آل حسين,67.0
20220651,آيات حنبولي,78.6
20220652,مرسال العجلان,69.5
20220653,جوريّة الشايع,71.3
20220654,كمال آل الشيخ,67.9
20220655,وصاف حنبولي,74.3
20220656,ترانيم المغاولة,67.1
20220657,بلند أبو داوود,74.1
20220658,لوجين المغاولة,71.4
20220659,صدقي آل سعود,69.6
20220660,اعتكاف أبا الخيل,69.9
20220661,هيمان آل مقطة,65.3
20220662,ريف الخرافي,62.2
20220663,أزهار المغاولة,76.6
20220664,حمزة العجلان,68.1
20220665,وضّاح بقشان,70.1
20220666,عابد الخرافي,67.7
20220667,عبد الحقّ المهيدب,65.0
20220668,راما أبا الخيل,68.3
20220669,يارا آل رفيع,70.0
20220670,عصمت بقشان,69.4
20220671,لورا آل محمد بن علي بن جماز,77.1
20220672,فردوس المشاولة,71.5
20220673,عبد الحيّ الشايع,76.3
20220674,مصطفى آل خضير,69.4
20220675,يوسف أبا الخيل,63.6
20220676,علّام آل جعفر,72.4
20220677,ميرا الراشد,71.9
20220678,فاخر آل الشيخ,65.7
20220679,رسمي الجابر,67.4
20220680,يونس آل خضير,66.2
20220681,وادع آل عطفة,69.6
20220682,وضّاح مهنا,75.0
20220683,روعة آل الشيخ,66.3
20220684,جاد آل العسكري,63.2
20220685,عزيز العجلان,72.2
20220686,رشاد المغاولة,77.1
20220687,روبا آل العسكري,69.6
20220688,ناجي آل قصير,71.8
20220689,عبد السّلام المشاولة,76.9
20220690,عدنان آل محمد بن علي بن جماز,68.2
20220691,صافي الخرافي,70.7
20220692,إباء الشايع,77.1
20220693,مياس أبا الخيل,70.0
20220694,غالب آل الشيخ,63.9
20220695,يافع حجار,70.6
20220696,ألين آل مقطة,67.3
20220697,رزين الجابر,64.2
20220698,فداء آل حسين,66.2
20220699,سعدي الحكير,73.7
20220700,مفيد آل محمد بن علي بن جماز,76.8
20220701,فتحي آل معيض,66.7
20220702,بلماء مهنا,77.2
20220703,ضحّاك آل عايض,66.5
20220704,همام العجلان,69.7
20220705,منسي آل محمد بن علي بن جماز,67.6
20220706,موفّق آل خضير,70.2
20220707,رائد مهنا,68.6
20220708,شادي المهيدب,64.9
20220709,حميد آل محمد بن علي بن جماز,73.8
20220710,فضل الجابر,71.1
20220711,فضل آل بن لافي,73.4
20220712,كاشف كانو,74.4
20220713,فاخر آل عايض,70.4
20220714,عبد القهّار العقيل,71.6
20220715,حفيظ المهنا,67.1
20220716,ناصيف أبا الخيل,68.7
20220717,علاء الدّين آل معيض,65.4
20220718,بدرالدّجى شربتلي,73.5
20220719,علم الدّين آل جعفر,70.4
20220720,فتحي آل العسكري,69.6
20220721,مطاوع حنبولي,75.2
20220722,شاطر الجفالي,67.8
20220723,باسمة آل مقطة,71.8
20220724,فرات آل محمد بن علي بن جماز,79.1
20220725,مُسعف آل الشيخ,73.2
20220726,مصباح آل صفوان,71.7
20220727,ظبي الجفالي,76.1
20220728,طبّاع آل رفيع,66.8
20220729,جلنار آل بن لافي,75.8
20220730,قنوع الشايع,64.5
20220731,قطب فصيل,69.3
20220732,أفراح آل بن ظافر,66.9
20220733,عمر آل العسكري,67.5
20220734,زكية آل الشيخ,74.5
20220735,مكرّم آل محمد بن علي بن جماز,68.0
20220736,صدّام آل عايض,67.9
20220737,منتصر آل خضير,71.8
20220738,فردوس الخرافي,70.8
20220739,وجيه آل بن لافي,66.4
20220740,عبد الحقّ آل خضير,75.8
20220741,سائد آل بن لافي,61.7
20220742,توفيق آل محمد بن علي بن جماز,66.0
20220743,محمّد المغاولة,67.8
20220744,دعاء بن لادن,71.6
20220745,عبد القهّار آل جعفر,82.1
20220746,غانم العقيل,74.5
20220747,يعقوب الجابر,70.8
20220748,عبد الحكيم الجابر,70.3
20220749,طامح آل بن لافي,72.5
20220750,يسرى المغاولة,69.8
20220751,طه الشايع,72.1
20220752,نشأت آل العسكري,69.0
20220753,زكية الحكير,69.7
20220754,علاء الدّين آل بن ظافر,65.9
20220755,نشوان آل عطفة,69.4
20220756,ميار آل رفيع,78.4
20220757,وجدي آل قصير,60.6
20220758,جمال الدّين المهنا,76.6
20220759,عصام آل سلطان,69.4
20220760,ميار آل قصير,67.3
20220761,وفائي العليان,70.2
20220762,نوري العليان,70.8
20220763,مرزوق آل عايض,72.1
20220764,مصطفى آل محمد بن علي بن جماز,73.2
20220765,شادي آل بن ظافر,67.0
20220766,فطين مهنا,67.1
20220767,عبّود الجابر,66.0
20220768,بنان آل معيض,71.2
20220769,طارق الخرافي,70.3
20220770,ترف آل بن لافي,64.8
20220771,سبأ آل خضير,68.0
20220772,زين حجار,72.3
20220773,غالب بقشان,71.2
20220774,سمير آل العسكري,70.1
20220775,حسنين المهنا,62.5
20220776,سليمان بن لادن,71.0
20220777,سعود آل حسين,70.2
20220778,ساجي آل سلطان,74.0
20220779,هايل آل عايض,76.2
20220780,لهفان الحكير,71.5
20220781,جاسم الحجار,70.2
20220782,عبد المحيي الجفالي,75.8
20220783,ودود آل العسكري,73.4
20220784,طموح بن لادن,67.2
20220785,توفيق الحجار,69.4
20220786,فيصل الجابر,72.4
20220787,راتب بقشان,70.2
20220788,ريمان مهنا,68.4
20220789,قاسم الحجار,75.3
20220790,خلف الدباغ,72.5
20220791,شكيب الحجار,70.1
20220792,وليف آل محمد بن علي بن جماز,73.0
20220793,سرحان آل علي,70.5
20220794,نشوان آل عايض,69.0
20220795,أفنان آل سعود,69.0
20220796,ناضر آل رفيع,73.7
20220797,علاء الدّين بن لادن,69.5
20220798,يسري المهيدب,74.7
20220799,بلند حنبولي,74.0
20220800,رامز حنبولي,71.9
20220801,سنام الجفالي,69.6
20220802,عالم العجلان,72.7
20220803,عبد الجليل الشايع,67.5
20220804,شعيب الخرافي,72.4
20220805,مجد الحجار,67.4
20220806,رامي أبو داوود,69.8
20220807,سرحان آل محمد بن علي بن جماز,67.9
20220808,شبيب الجابر,77.8
20220809,مصعب آل حسين,67.4
20220810,قحطان الحجار,72.1
20220811,عبد الخالق كانو,69.1
20220812,فخر الدّين آل سلطان,75.4
20220813,ماجد آل علي,68.6
20220814,صارم آل صفوان,76.4
20220815,يسري العجلان,72.6
20220816,أريج الراشد,60.8
20220817,دانة بن لادن,75.9
20220818,لوجين آل قصير,67.8
20220819,تاج الحجار,65.6
20220820,زين آل العسكري,73.5
20220821,مسلم الدباغ,70.0
20220822,وسيل آل خضير,68.5
20220823,حميد الحكير,67.8
20220824,عبد الملك حنبولي,71.6
20220825,عالية آل عطفة,74.1
20220826,مرتضي آل الشيخ,67.2
20220827,لينا حنبولي,73.1
20220828,طارق الخرافي,68.1
20220829,بارعة العليان,66.9
20220830,مُناضل حجار,77.1
20220831,مختار الخرافي,77.6
20220832,لقاء آل بن لافي,74.5
20220833,عزيز آل عايض,66.2
20220834,سهل أبو داوود,71.2
20220835,زاخر المشاولة,74.0
20220836,بلسم الشايع,65.4
20220837,سلام بقشان,70.1
20220838,كتوم آل عواض,72.0
20220839,ميسون آل سعود,75.7
20220840,عالم آل العسكري,67.2
20220841,مقداد أبو داوود,72.0
20220842,ميمون الجفالي,67.6
20220843,نافذ آل عواض,72.6
20220844,عزّت بقشان,71.8
20220845,جمال العليان,66.4
20220846,فردوس آل سعود,76.0
20220847,عبد الرّحيم آل علي,67.1
20220848,قبس آل الشيخ,70.6
20220849,عبد اللطيف حنبولي,66.7
20220850,مرتضي آل عواض,69.3
20220851,تقي آل عواض,62.1
20220852,ابتهال الحكير,72.9
20220853,زياد آل محمد بن علي بن جماز,77.2
20220854,ناهد شربتلي,68.7
20220855,ياقوت المهيدب,67.9
20220856,صارم آل سعود,70.8
20220857,كتوم بقشان,67.8
20220858,ديمه العقيل,75.6
20220859,فطين مهنا,70.4
20220860,منيع حنبولي,70.6
20220861,ميسون آل سعود,64.9
20220862,جميل حجار,71.6
20220863,كنار كانو,69.0
20220864,محمّد الجفالي,68.9
20220865,عزيز آل سلطان,67.2
20220866,عبد المولى العليان,71.2
20220867,عبد التّواب الخرافي,71.2
20220868,ليم حجار,73.8
20220869,ظاعن العجلان,74.0
20220870,صالح آل عايض,65.4
20220871,مُنير العجلان,69.4
20220872,حبّاب الدباغ,70.9
20220873,صامد المغاولة,73.2
20220874,عبدالرّحمن الراشد,66.0
20220875,رجب أبا الخيل,72.6
20220876,عبد الرّحمن آل صفوان,73.9
20220877,سرور آل علي,72.5
20220878,عرفه آل سعود,71.6
20220879,سموح الجفالي,69.4
20220880,صدر الدّين بقشان,64.8
20220881,أروى آل صفوان,63.0
20220882,خالد آل خضير,70.4
20220883,زبير آل محمد بن علي بن جماز,74.7
20220884,وليف آل مقطة,67.9
20220885,عبد القدّوس آل عايض,69.5
20220886,خالدي آل معيض,73.8
20220887,وفيق الحجار,71.4
20220888,رستم الدباغ,68.6
20220889,عبد التّواب الجابر,78.8
20220890,مايا حجار,70.2
20220891,وجدي المغاولة,67.0
20220892,بلند آل محمد بن علي بن جماز,75.1
20220893,رستم المهيدب,70.1
20220894,وادع آل بن لافي,73.9
20220895,جمال الدّين الجابر,66.8
20220896,هايدي الراشد,73.0
20220897,ابتكار العقيل,74.1
20220898,علاء كانو,71.6
20220899,يوسف آل عواض,62.0
20220900,روحي الراشد,75.2
20220901,محفوظ كانو,70.2
20220902,رائد بن لادن,72.4
20220903,عارف المهنا,63.4
20220904,فارع آل سلطان,58.2
20220905,حسني آل الشيخ,66.0
20220906,زبير الحكير,69.7
20220907,فهمي آل العسكري,73.6
20220908,قانت الجابر,70.8
20220909,نجوان بن لادن,73.0
20220910,أحلام الخرافي,72.4
20220911,نورس آل رفيع,64.4
20220912,رحيب حنبولي,74.8
20220913,هيمان آل عطفة,76.5
20220914,صدّاح أبو داوود,74.1
20220915,جمان المهيدب,66.1
20220916,لطوف آل سلطان,68.7
20220917,حسنين آل حسين,71.9
20220918,حاتم شربتلي,60.7
20220919,فداء آل علي,67.2
20220920,مؤنس بقشان,71.1
20220921,فرات فصيل,75.8
20220922,رمحي الدباغ,69.1
20220923,صبيح الجابر,72.7
20220924,راسم آل خضير,69.8
20220925,نوره آل سعود,70.1
20220926,عبد الرّشيد آل قصير,63.1
20220927,دارين آل صفوان,74.2
20220928,صلاح الحكير,76.6
20220929,مرشد آل عطفة,69.5
20220930,صباح آل الشيخ,70.8
20220931,نسيب آل معيض,63.0
20220932,مجد آل علي,72.2
20220933,نافع آل خضير,69.6
20220934,باسمة الحجار,65.9
20220935,تالا الجابر,70.3
20220936,عاصم المشاولة,69.3
20220937,طريف العليان,64.2
20220938,يحيى آل علي,71.0
20220939,وريد آل بن لافي,74.7
20220940,وريد كانو,79.3
20220941,رستم آل محمد بن علي بن جماز,73.8
20220942,مرتقي فصيل,71.9
20220943,ربيع آل بن ظافر,71.5
20220944,رباح أبو داوود,66.2
20220945,غالب آل رفيع,72.9
20220946,بشرى آل مقطة,68.0
20220947,راني آل قصير,74.5
20220948,عذب بقشان,68.5
20220949,خلف آل خضير,71.7
20220950,كرم العقيل,66.9
20220951,سراج الدّين أبو داوود,75.8
20220952,ضيائي آل سعود,67.6
20220953,طه آل سعود,74.2
20220954,حسن بقشان,68.3
20220955,حنبل العجلان,63.8
20220956,مياس المهيدب,68.1
20220957,هيثم آل قصير,62.4
20220958,محيي الدّين آل قصير,69.1
20220959,صنديد حنبولي,66.6
20220960,رامي الجابر,74.6
20220961,شافع آل مقطة,71.4
20220962,رجاء الشايع,76.1
20220963,معارف آل عطفة,66.7
20220964,جود العقيل,68.1
20220965,عبد الجليل العقيل,62.4
20220966,شهم الشايع,65.1
20220967,ريان آل صفوان,68.9
20220968,إباء آل علي,73.1
20220969,وصفي الخرافي,72.7
20220970,فخر الراشد,68.7
20220971,عبد الجليل الحكير,79.2
20220972,سهل آل سعود,68.7
20220973,نوال حجار,66.5
20220974,نوّار العليان,63.5
20220975,رشاد آل قصير,76.9
20220976,ابتهال الجفالي,68.7
20220977,سجى بقشان,70.3
20220978,عبد الصّمد آل الشيخ,71.9
20220979,عرفات الشايع,69.5
20220980,صدّاح الخرافي,69.6
20220981,ضيائي آل مقطة,75.4
20220982,يحيى أبو داوود,72.0
20220983,جلاء الحجار,64.9
20220984,حازم الراشد,65.6
20220985,هناء آل العسكري,75.9
20220986,وفائي شربتلي,64.0
20220987,هزار آل العسكري,72.3
20220988,حمدان آل بن لافي,72.6
20220989,لمّاح حنبولي,70.2
20220990,عدلي الشايع,65.1
20220991,غالي فصيل,68.7
20220992,جلال المهيدب,73.6
20220993,كارم آل خضير,68.0
20220994,محسن آل معيض,67.4
20220995,وفاء آل بن ظافر,75.5
20220996,فائق آل بن ظافر,72.4
20220997,خضر الجفالي,70.5
20220998,جيلان مهنا,71.0
20220999,ربى آل رفيع,62.2
20221000,بدرالدّجى آل الشيخ,69.0
20230001,بهية المغاولة,67.0
20230002,بهية آل خضير,73.1
20230003,وفيق المهنا,68.8
20230004,حازم آل علي,74.0
20230005,أحلام بن لادن,65.4
20230006,مؤنس آل معيض,71.5
20230007,ربيع آل خضير,74.5
20230008,شدّاد آل رفيع,72.1
20230009,سعيد المهيدب,72.7
20230010,طيّب آل عواض,63.0
20230011,مَسعد حجار,62.1
20230012,عبد التّواب الخرافي,61.2
20230013,صبحي آل بن لافي,66.5
20230014,نسيب المغاولة,75.2
20230015,مُخيمر آل جعفر,66.9
20230016,طائل آل سعود,66.2
20230017,كليم كانو,69.9
20230018,مقدام آل جعفر,72.3
20230019,عائد آل عواض,68.0
20230020,رهيف آل سلطان,66.8
20230021,مرسال مهنا,68.2
20230022,مُسعف الدباغ,72.7
20230023,عامر حجار,71.6
20230024,شهير المهيدب,82.8
20230025,حامد المهيدب,67.4
20230026,كرمة كانو,72.4
20230027,كتوم آل سلطان,62.7
20230028,لاما العليان,66.8
20230029,وفيق آل سعود,66.9
20230030,حمدان أبا الخيل,70.9
20230031,كافور بن لادن,82.6
20230032,ميمون كانو,70.2
20230033,مفيد حجار,67.9
20230034,محسن الجابر,68.6
20230035,جالا المهنا,73.1
20230036,طامح آل جعفر,76.6
20230037,عثمان المهنا,70.0
20230038,نادي آل قصير,65.0
20230039,فاتح أبا الخيل,66.1
20230040,طيّع المشاولة,67.7
20230041,مرسال آل معيض,77.6
20230042,عبدالرّحمن الحكير,74.6
20230043,علّام أبو داوود,68.2
20230044,صبيح آل خضير,77.3
20230045,عذب أبا الخيل,70.3
20230046,صائب آل خضير,68.5
20230047,ظاهر الدباغ,76.6
20230048,نعيم آل صفوان,72.0
20230049,عفيف آل علي,70.1
20230050,مجد العجلان,57.6
20230051,ظريف آل معيض,75.0
20230052,نشأت الحجار,75.7
20230053,كريم آل جعفر,76.0
20230054,يقين العقيل,68.7
20230055,مسعود مهنا,67.7
20230056,رامي آل صفوان,70.2
20230057,تولين آل رفيع,75.1
20230058,نشوان آل معيض,68.6
20230059,عبد الحكيم آل الشيخ,68.5
20230060,كتوم الخرافي,72.3
20230061,صادق آل العسكري,70.4
20230062,إخلاص آل صفوان,70.1
20230063,خالد الدباغ,75.9
20230064,مختار الجابر,64.3
20230065,مدحت الحكير,69.2
20230066,حسني آل معيض,70.7
20230067,مهنّد كانو,67.8
20230068,وفيق بن لادن,73.2
20230069,ثامر آل حسين,71.0
20230070,حافظ آل سلطان,69.3
20230071,باهرة المهيدب,70.3
20230072,طموح آل صفوان,80.0
20230073,نوال الجابر,70.3
20230074,مختار آل سعود,67.5
20230075,ناضر آل مقطة,67.5
20230076,مُتيّم آل قصير,73.1
20230077,تمام آل جعفر,65.6
20230078,عبد الرّؤوف آل سلطان,67.1
20230079,بدرالدّجى آل عطفة,65.0
20230080,عائد آل سعود,72.1
20230081,ثاقب آل العسكري,72.9
20230082,مشاري آل معيض,82.0
20230083,عدنان المغاولة,73.1
20230084,جدير الحكير,69.1
20230085,منسي حنبولي,74.2
20230086,جوليا آل صفوان,69.6
20230087,حسام آل صفوان,74.5
20230088,جيلان آل الشيخ,73.8
20230089,نسيب الخرافي,67.4
20230090,فداء آل حسين,71.1
20230091,عصام آل العسكري,71.0
20230092,زكية العجلان,68.2
20230093,ناديه المشاولة,74.1
20230094,طاهر آل محمد بن علي بن جماز,71.0
20230095,قصيد آل بن لافي,63.6
20230096,مرزوق الشايع,72.1
20230097,مُرسي آل صفوان,64.6
20230098,صلاح الدّين شربتلي,71.2
20230099,رشاد المهنا,66.3
20230100,نجوان آل خضير,74.0
20230101,نشوان آل علي,71.7
20230102,بهاء المهيدب,61.9
20230103,لبيب أبو داوود,77.4
20230104,عبد الصّمد آل عواض,66.5
20230105,يارا حجار,66.7
20230106,خافق أبو داوود,74.6
20230107,ريم آل معيض,62.5
20230108,راتب حجار,65.8
20230109,يقين آل عايض,75.0
20230110,رستم العجلان,65.3
20230111,جسور العقيل,66.5
20230112,فداء آل محمد بن علي بن جماز,65.9
20230113,مرشد آل عايض,69.3
20230114,حبّاب المغاولة,65.9
20230115,شامخ آل صفوان,66.1
20230116,مرتجي آل عطفة,72.2
20230117,عدلي حجار,72.2
20230118,نظمي بن لادن,66.3
20230119,حمود آل بن لافي,67.2
20230120,طالب آل العسكري,64.2
20230121,وفيق كانو,63.9
20230122,قائد آل محمد بن علي بن جماز,70.5
20230123,معن حنبولي,65.6
20230124,عبد الغني آل معيض,79.4
20230125,نصر الجابر,66.4
20230126,قحطان آل سعود,70.4
20230127,خليفة فصيل,73.8
20230128,مسلم المهنا,70.8
20230129,رضي آل خضير,67.4
20230130,سعدي آل صفوان,67.5
20230131,فؤاد الدباغ,73.7
20230132,صنديد المهنا,60.4
20230133,عاصم الجفالي,61.8
20230134,بنان الجفالي,70.6
20230135,عاكف المشاولة,77.8
20230136,يسرى آل الشيخ,63.5
20230137,نزار آل جعفر,64.1
20230138,خاشعة الدباغ,72.3
20230139,ديمه آل رفيع,65.9
20230140,ياسر الدباغ,70.9
20230141,مكرّم آل جعفر,70.2
20230142,رباح العجلان,75.5
20230143,بنفسج آل سلطان,74.0
20230144,كارم آل عايض,67.1
20230145,ليث المهيدب,75.2
20230146,حارث الجفالي,68.9
20230147,مختار آل معيض,71.9
20230148,عبد القادر آل سلطان,66.4
20230149,رائد شربتلي,76.7
20230150,وسام الشايع,70.3
20230151,هاني أبو داوود,73.2
20230152,أزهار آل عطفة,72.0
20230153,وثّاب كانو,62.1
20230154,ريتاج كانو,71.5
20230155,حفيظ آل عواض,73.9
20230156,مشفق شربتلي,65.0
20230157,ناعم الدباغ,70.7
20230158,زين المهيدب,68.2
20230159,نورس آل بن ظافر,64.7
20230160,ميلاء آل عطفة,65.7
20230161,عبد القدّوس المهيدب,70.0
20230162,صبري آل محمد بن علي بن جماز,72.1
20230163,حنفي المشاولة,66.2
20230164,فوّاز آل مقطة,71.7
20230165,كاشف آل سعود,61.6
20230166,حامد آل عطفة,73.1
20230167,بلماء أبا الخيل,66.3
20230168,صبور الشايع,68.2
20230169,عبّاس آل الشيخ,69.1
20230170,حسيب الراشد,74.4
20230171,مرعي المهيدب,67.9
20230172,عتاب آل الشيخ,65.4
20230173,غيداء آل صفوان,71.7
20230174,ريمان آل خضير,70.5
20230175,فوّاز الدباغ,65.3
20230176,طامح آل معيض,70.1
20230177,لطفي المشاولة,60.6
20230178,فداء بقشان,65.3
20230179,سعود آل حسين,64.3
20230180,عمير آل علي,66.8
20230181,رواء آل بن ظافر,73.8
20230182,كسّاب الحكير,76.8
20230183,عبد العليم الجابر,65.9
20230184,صائب المشاولة,73.9
20230185,ميار آل قصير,64.9
20230186,وسيل بن لادن,68.7
20230187,وسيل آل بن ظافر,67.9
20230188,مُصلح آل قصير,76.3
20230189,صبري آل معيض,66.0
20230190,سلمان آل عايض,69.3
20230191,معتوق آل عواض,74.2
20230192,حسين آل حسين,72.5
20230193,طاهر الخرافي,68.2
20230194,كنان الراشد,69.9
20230195,بهية آل العسكري,75.3
20230196,ساهر حنبولي,68.5
20230197,عبد المحيي أبا الخيل,75.3
20230198,حياة آل بن ظافر,67.1
20230199,وسام آل علي,67.9
20230200,عتيق العليان,68.3
20230201,كارم آل رفيع,62.9
20230202,افتكار مهنا,68.3
20230203,ضياء الجفالي,67.4
20230204,رازي كانو,64.7
20230205,مقداد الحجار,71.1
20230206,ضياء الدّين حنبولي,74.1
20230207,يسار آل بن ظافر,75.9
20230208,ربيع الجفالي,76.7
20230209,دانة العجلان,66.2
20230210,شهم أبا الخيل,70.0
20230211,عبد الملك آل خضير,72.2
20230212,تامر آل جعفر,64.6
20230213,ريتاج حجار,61.4
20230214,مرشد آل عطفة,69.0
20230215,مُنذر آل علي,67.2
20230216,مُرسي المهيدب,75.0
20230217,ريناد الخرافي,76.5
20230218,نذير العقيل,74.7
20230219,سلمان آل سلطان,54.4
20230220,تحسين المغاولة,70.7
20230221,معن آل جعفر,68.6
20230222,مؤيّد شربتلي,75.4
20230223,فردوس أبو داوود,70.8
20230224,هند آل عايض,72.9
20230225,ذيب بقشان,77.9
20230226,افتكار الجابر,69.0
20230227,معين حنبولي,75.0
20230228,شوقي العليان,68.8
20230229,ريناد الدباغ,72.2
20230230,حمود آل صفوان,71.7
20230231,عارف آل مقطة,71.5
20230232,نور الدّين آل مقطة,71.7
20230233,روفيدا الراشد,66.1
20230234,آيات آل الشيخ,76.6
20230235,حياة العليان,70.0
20230236,خميس العقيل,64.1
20230237,عبد الواحد العجلان,65.9
20230238,سلاف المهيدب,65.0
20230239,فوّاز العقيل,72.0
20230240,بثينة آل جعفر,73.5
20230241,جوليا أبا الخيل,67.9
